"Winner","diff_distance_att","diff_close_att","diff_ground_att","diff_distance_def","diff_close_def","diff_ground_def","diff_head_att_pct","diff_head_att","diff_body_att_pct","diff_body_att","diff_leg_att_pct","diff_leg_att","diff_KD","diff_PASS","diff_REV","diff_TD_pct","diff_KD_def","diff_PASS_def","diff_REV_def","diff_TD_pct_def"
"Blue",0.00713056863455269,0.101190476190476,-0.107660455486542,0.0706140045893888,0.0355715427657873,-0.0457831325301206,0.143052637315394,0.0816783634463192,-0.073775802457175,0.0447330447330448,-0.0692768348582189,0.00352112676056326,0.475,-0.45,0.4,0.182,-0.125,2.5,0.6,0.0625
"Blue",-0.0230865025385574,0.04393115942029,-0.122434017595308,0.0969511417272611,0.0599008834302951,0.319444444444444,0.0457096455210442,0.035871836545159,0.00558600682370354,0.113289760348584,-0.0512956523447476,-0.0256410256410258,-0.109090909090909,-0.145454545454546,0.181818181818182,-0.0909090909090909,0.0909090909090909,0.981818181818182,0.0909090909090909,0.00090909090909097
"Blue",-0.0627788179275594,0.0989567809239941,0.194202898550724,0.0158012648942287,-0.123670212765957,-0.209090909090909,-0.00803036500565424,0.112997945393853,0.0463595678641034,0.159286186384666,-0.038329202858449,-0.141975308641975,-0.212121212121212,0.232323232323232,0.181818181818182,0.0707070707070707,-0.171717171717172,0.646464646464646,0.0909090909090909,0.18040404040404
"Red",0.0269190617210303,0.00119047619047608,-0.112518628912072,0.0620300751879699,0.0390269981288425,-0.347222222222222,0.0712787172482161,0.0888244141796872,-0.00575785869903517,0.0721247563352826,-0.065520858549181,-0.056390977443609,-0.15,-0.5,0.2,-0.176,0.1,1.3,0.1,0.053
"Red",-0.143114266430018,0.130781499202552,-0.136950904392765,0.0632569558101473,-0.258620689655172,-0.123809523809524,0.166744642182355,-0.0540697674418605,-0.0336584312525867,-0.160873882820258,-0.133086210929768,0.1,-0.166666666666667,0.541666666666667,0,0.208333333333333,-0.375,0.625,0,0.167083333333333
"Red",0.156146179401993,-0.0341463414634147,-0.666666666666667,0.0974235104669887,-0.0784313725490197,0.6,-0.269125683060109,-0.0832025117739404,0.139734582357533,-0.116666666666667,0.129391100702576,0.133333333333333,0,-4,0,-0.5,0,2,0,0.3
"Red",-0.225514922236234,0.219537815126051,-0.194805194805195,0.0690063610440886,-0.0785714285714286,-0.28045574057844,-0.092118677569024,0.00448772814545789,-0.0345067931673013,0.0536437246963563,0.126625470736325,-0.00937500000000024,-0.571428571428571,1.33333333333333,0.444444444444444,0.257777777777778,-0.317460317460317,2.46031746031746,0.333333333333333,0.421111111111111
"Red",-0.00810695056289773,0.286021505376344,-0.295454545454545,0.0222501571338781,-0.103395061728395,-0.333333333333333,-0.0796783509102222,0.0681086056143581,0.0967819136206264,-0.00452488687782815,-0.0171035627104041,0.0424242424242424,-0.8,1,0.25,0.3725,-0.6,1,0,0.0875
"Red",-0.11393961753674,0.0820512820512821,-0.490384615384615,0.0438513619902378,0.0153846153846154,-0.257575757575758,-0.0186147186147186,-0.161889332003988,-0.0233766233766234,-0.145833333333333,0.041991341991342,0.357142857142857,-0.75,0.25,0.25,0.0625,0.25,3,0,0.2575
"Red",-0.251564455569462,0.454545454545455,-0.457142857142857,-0.0326086956521739,0.571428571428571,0.777777777777778,0.0382653061224489,-0.203612073231074,-0.0637755102040816,0.142857142857143,0.0255102040816327,0.5,-1,0,1,0.25,0,1,0,0.66
"Red",0.0714051368578927,-0.117132867132867,-0.243401759530792,-0.0581110778144041,0.127903118779031,-0.231578947368421,-0.119943846022645,-0.00221408685358515,0.117647830593422,0.107407407407407,0.0022960154292237,-0.125295508274232,0.166666666666667,-0.333333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0,0.333333333333333,0.22
"Red",-0.0494140006335129,0.928571428571428,0.458333333333333,0.0607210626185957,0.727272727272727,0.666666666666667,-0.274549310710498,-0.10149130074565,0.0728525980911983,-0.126984126984127,0.2016967126193,-0.230769230769231,0.666666666666667,1.33333333333333,1,0.496666666666667,0.333333333333333,2.66666666666667,0.666666666666667,0.383333333333333
"Red",-0.16006146878033,-0.307017543859649,-0.101298701298701,0.00760059612518643,-0.0111183780248527,-0.510204081632653,0.289859627068929,-0.0758303321328531,-0.116006704378797,-0.233766233766234,-0.173852922690132,-0.0544217687074827,-0.333333333333333,2.22222222222222,0,0.0555555555555555,-0.111111111111111,-0.444444444444444,0,-0.233333333333333
"Red",-0.0242598509052183,-0.647058823529412,0.0777414075286416,0.043711153314917,-0.08,-0.0416666666666666,0.0113638419919295,-0.0916497509788914,-0.075303548486329,-0.0966845344451062,0.0639397064943995,0.0124131082423039,0.4,-0.8,0,-0.358,0.1,0,0,0.05
"Red",0.0293249864408158,0.0460665405585847,-0.109941520467836,0.0966227279049773,0.431581828133552,-0.0383054287163875,-0.0806432889834354,-0.0241975425495449,0.046769156151286,0.112394957983193,0.0338741328321495,0.0554337613529596,0.445161290322581,0.602150537634409,-0.0365591397849462,0.0181505376344086,-0.0408602150537635,-0.301075268817204,-0.101075268817204,-0.0677849462365592
"Red",0.0759287321485972,-0.144366197183099,-0.151709401709402,0.0549760146196603,-0.133004926108374,-0.0725806451612904,-0.0358597366249237,-0.336230670154007,-0.0291138899852883,-0.224664224664225,0.0649736266102121,-0.0056772100567718,0,-6.41666666666667,0.166666666666667,-0.5675,0,1.5,-0.333333333333333,0.14
"Red",0.002962089980384,-0.230022831050228,-0.058438800645545,0.150609247468508,-0.195652173913043,0.0636363636363636,0.0793384845856658,-0.00991980716636526,-0.0890153861749699,-0.230721118469463,0.00967690158930401,-0.0402298850574712,0.416666666666667,-0.916666666666667,0,-0.184166666666667,-0.25,-0.75,-0.0833333333333333,-0.0575
"Blue",0.0587070817440805,-0.111175115207373,0.0392156862745098,-0.120820178845931,0.0947635135135136,-0.196491228070175,-0.0497836363208767,0.00170505007348332,-0.00608522847534157,-0.0191121653676721,0.0558688647962183,0.109879584017515,0,-0.527777777777778,0.138888888888889,0.0694444444444444,-0.111111111111111,2.19444444444444,0.138888888888889,0.108888888888889
"Blue",0.0153366093366093,-0.603174603174603,-0.101648351648352,0.0909199931471647,-0.266447368421053,-0.826923076923077,0.230674061126576,0.0480023506994221,-0.0683268236191134,-0.152827586206896,-0.162347237507463,0.106918238993711,0.366666666666667,-0.666666666666667,-0.4,-0.136333333333333,-0.2,-0.933333333333333,0,-0.255
"Red",0.0593975416346068,0.0591666666666668,0.230769230769231,0.00687439812282148,-0.0413145539906103,0.251336898395722,-0.0927839911480968,0.0485477590848786,0.137323686846136,0.133295838020247,-0.0445396956980391,0.248,0.2,0.1,0.1,0.25,0,0.333333333333333,0,0.254
"Blue",-0.0934437355775756,0.0775193798449613,0.638888888888889,-0.0795454545454546,0.697674418604651,0.631578947368421,0.187346730525519,0.112445141065831,0.040866373705953,0.318713450292398,-0.228213104231472,-0.170833333333333,0.285714285714286,0.285714285714286,0,0.241428571428571,-1,0.714285714285714,0,0.28
"Red",0.168726990007089,0.0480499892264598,-0.147279549718574,0.100754477161993,0.0770731707317072,-0.16,-0.207796433684759,0.157478588557725,0.0669660288949629,-0.0072180451127819,0.140830404789796,-0.0671052631578948,0.208333333333333,1.25,0.25,0.26,0,0.958333333333333,0,0.1075
"Blue",0.10306487316741,0.211428571428572,0.013793103448276,0.0445478547854786,0.00622179680021873,0.0187226454854921,-0.0288155192972319,0.0861519965608182,0.0317756366871237,0.113594040968343,-0.00296011738989174,0.16991341991342,-0.145454545454546,-0.678787878787879,0.181818181818182,-0.206969696969697,0.115151515151515,0.533333333333333,0.0909090909090909,0.229272727272727
"Blue",-0.0629968667444861,-0.138709677419355,0.216374269005848,-0.0266838023873834,0.104379562043796,0.275,0.151867312294763,0.10726757904672,-0.104780987365726,0.0372208436724569,-0.0470863249290366,-0.181666666666667,0.393939393939394,1.24242424242424,0,0.159090909090909,-0.121212121212121,-0.484848484848485,0,-0.216969696969697
"Blue",-0.166323987538941,-0.323671497584541,-0.220170454545454,0.146701172362185,-0.142857142857143,0.165501165501165,0.0356179218443128,-0.121790710403381,-0.0080303224977515,-0.2,-0.0275875993465612,-0.2,-0.4,0.4,0.4,0.168,-0.2,-1.2,0.4,0.094
"Blue",0.0213605643530166,0.106906338694418,0.666666666666667,-0.0548407058873738,0.2040770609319,-0.147656940760389,-0.00854054871135967,0.104525711083088,0.0931650416950092,0.228846153846154,-0.0846244929836495,0.174568965517241,0,0,0,0.103,-0.5,1.1,0,0.724
"Blue",0.239461883408072,0.73972602739726,0.144155844155844,0.212686567164179,0.842105263157895,0.75,-0.01775956284153,-0.162935323383084,0.0307377049180328,0.754385964912281,-0.0129781420765027,0.353658536585366,0.333333333333333,1.83333333333333,0,0.393333333333333,0.333333333333333,0.166666666666667,0,0.166666666666667
"Blue",0.138325322539843,-0.0606060606060607,0.0392156862745098,0.207215541165587,-0.166666666666667,-0.694805194805195,-0.020169629371442,0.13506047483948,-0.027187173231091,0.3,0.0473568026025328,-0.266862170087977,1,-1.55555555555556,-0.111111111111111,-0.343333333333333,0,0.111111111111111,0,0.283333333333333
"Red",0.00404066637449213,-0.0488511555825077,0.0873597329129185,0.0285363553504351,0.0692148760330581,0.046670117322291,0.0792986903484075,0.0105132331617775,-0.0566445775852783,0.136781609195402,-0.0226541127631292,0.0290549169859513,0.00395256916996051,1.10671936758893,-0.0849802371541502,-0.162826086956522,0.0948616600790514,0.448616600790514,-0.0790513833992094,0.12203557312253
"Red",0.0552325581395349,0.0357142857142857,-0.100877192982456,-0.0273936170212766,0.166666666666667,1,-0.0062010696845205,-0.251744663382594,-0.0350360437175413,-0.212418300653595,0.0412371134020619,0.9375,0.5,0.5,0,0.125,0,0.5,0,0.125
"Blue",0.00475134621476087,0.0191154422788606,-0.0393763213530657,0.0981529605722748,0.0582750582750583,-0.161469534050179,-0.10132980425039,-0.0581843621882369,0.0913360676991255,0.061466068671421,0.0099937365512643,0.0111111111111111,0.142857142857143,0.0476190476190474,0.238095238095238,0.1675,-0.19047619047619,0.952380952380952,0.333333333333333,-0.0647619047619047
"Blue",0.0832774319996734,0.0210961191930733,0.0416348357524828,0.097255279282929,-0.0435360094451004,-0.155681259222823,-0.0623007965092539,0.0744670947764509,0.0646392993688092,0.0998799519807924,-0.00233850285955519,0.148337595907928,-0.107142857142857,-0.0714285714285716,-0.0535714285714286,-0.0332142857142858,0.0714285714285714,-0.214285714285714,0,0.05625
"Blue",0.130351639819603,-0.0613656006914435,0.0795937541944434,0.0325848588863463,-0.126984126984127,0.365671641791045,-0.0710065714249815,0.176770442021161,0.0107354216140827,0.127431254191817,0.0602711498108987,-0.0183566433566432,0.358974358974359,1.41025641025641,0.166666666666667,0.273589743589744,0.0128205128205128,0.115384615384615,0.166666666666667,0.323974358974359
"Blue",-0.0403096598052951,-0.005,-0.530516431924883,0.0751190168653356,-0.136734693877551,-0.716049382716049,0.116767676767677,0.00913751718673539,0.0298989898989899,-0.242116909459709,-0.146666666666667,0.225108225108225,-0.52,-0.92,-0.08,-0.3196,-0.24,-1.8,-0.12,-0.3076
"Red",0.00821603917796021,0.0530892448512585,-0.158620689655172,-0.0432779561636186,0.153985507246377,0.398148148148148,-0.0810451659933785,-0.0157806334022696,0.0711635229677328,0.01484445591842,0.0098816430256457,0.0288461538461539,0,-1.25,-0.5,-0.28125,0,0.25,-0.25,0.02875
"Red",-0.075462512171373,0.293103448275862,-0.208333333333333,0.0795731707317073,-0.189024390243902,-0.102272727272727,0.136348238482385,-0.0762559808612439,-0.220359078590786,0.194117647058823,0.0840108401084011,0.709677419354839,0.333333333333333,0,0,0.276666666666667,0.333333333333333,-3.66666666666667,0,-0.166666666666667
"Red",0.00631639391329319,-0.246835443037974,0.122222222222222,-0.107934524522738,0.062200956937799,0.148550724637681,0.125041719643992,0.0116266614732948,-0.0644806897647807,-0.0393120393120392,-0.0605610298792117,0.0670426065162907,-0.0277777777777778,0.888888888888889,0,-0.0375,0.5,-0.0833333333333333,0.25,-0.0644444444444445
"Blue",-0.17152989891295,-0.0490636704119849,-0.113451055838029,-0.0920864951655183,0.0407439815126428,0.145238933896912,-0.0320190122039529,-0.193067916126592,-0.021701129032701,-0.206014207876405,0.0537201412366538,-0.0141118810207875,-0.0384615384615384,0.269230769230769,0,0.0265384615384615,0.153846153846154,-0.423076923076923,-0.269230769230769,-0.107307692307692
"Blue",0.0687468092497773,0.0377879307062632,-0.00457292177037394,0.107155896312523,0.347332743884468,-0.194921725849561,-0.148890263175978,0.00312484968274868,0.0535628392771249,0.118354274451835,0.0953274238988525,-0.0586046511627905,0.0166666666666666,0.466666666666667,0.1,0.0903333333333333,0.233333333333333,-1.05,0.0333333333333333,-0.0826666666666667
"Blue",-0.0379314931592921,-0.00454545454545463,-0.0359525574499628,-0.00984754240077684,-0.208862821766048,-0.0685805422647529,0.0881385857570676,-0.00325736881061028,-0.0170339334098425,-0.111880498214441,-0.071104652347225,0.0840423520514276,0.625,-0.475,-0.0625,0.02125,0.3375,-1.75,-0.125,-0.202875
"Blue",-0.247505729616973,-0.12280701754386,-0.261352657004831,-0.109244176112092,0.305555555555556,0.466666666666667,0.207122767066062,-0.161574074074074,-0.07195910026618,0.126068376068376,-0.135163666799882,-0.1,0.333333333333333,-0.166666666666667,0,0.313333333333333,0,0.166666666666667,0.333333333333333,-0.236666666666667
"Red",-0.157509881422925,-0.0773809523809523,-0.0490196078431372,0.0408964073944891,0.0633484162895926,0.669811320754717,0.22979797979798,-0.0361990950226244,-0.238442113442113,-0.135902636916836,0.00864413364413364,-0.222222222222222,-1,0,0.2,0.28,0.4,4.6,0.6,0.416
"Blue",-0.0434080250130277,0.05,-0.266666666666667,0.0918672014260249,0.5,-0.4,-0.0815966251690855,-0.0775116433799068,0.0311117224935232,-0.0106951871657754,0.0504849026755623,-0.333333333333333,-0.5,-0.5,-0.5,0,-0.5,1.5,0,0.625
"Red",-0.00294117647058817,0.2,0.115454545454545,0.187313432835821,-0.238095238095238,0.5,-0.0244883040935673,0.0578432426620795,0.0160818713450292,0.166666666666667,0.00840643274853802,0.05,-0.333333333333333,3.33333333333333,0,0.28,0,0,0,0.5
"Blue",-0.0150423512603326,0.118877270225647,-0.105437665782493,-0.0589795104969049,0.00825206301575399,-0.0600000000000001,-0.0192162815539438,0.0423731149891102,-0.101688499091097,0.000844309354947503,0.12090478064504,-0.180618975139523,-0.25,-0.25,-0.166666666666667,0.216666666666667,-0.125,0.75,0.0416666666666667,0.0829166666666667
"Blue",-0.0147258510090367,-0.0413096695226438,0.0755102040816324,-0.00321927888153062,0.00245441795231405,-0.0384917517674784,0.040038262313426,-0.0817451234076432,-0.0545653076326096,-0.195450285422169,0.0145270453191835,0.0890688259109311,0.420634920634921,-0.246031746031746,-0.0714285714285714,0.0554761904761905,0.19047619047619,-1.05555555555556,-0.246031746031746,-0.195238095238095
"Blue",0.0367728616596734,0.14018458468446,0.261786600496278,0.0969858013259254,-0.149972329828445,-0.672645739910314,0.0249500281892266,0.161345041349624,0.0571985034083338,-0.0918918918918918,-0.0821485315975604,-0.0976008724100327,-0.357142857142857,0.785714285714286,-0.0357142857142857,0.871428571428571,-0.25,-0.785714285714286,-0.107142857142857,-0.135
"Red",-0.0787462490622656,-0.0357444413171968,0.28,0.0699748090687353,0.296444606237107,0.294117647058824,0.00993988692484749,-0.0771144278606965,0.0586180696775347,-0.175008037723717,-0.0685579566023821,0.115702479338843,-0.222222222222222,-0.111111111111111,-0.111111111111111,-0.277777777777778,0,-0.611111111111111,0,-0.154444444444444
"Blue",0.00656108597285077,0.269581056466302,-0.152395915161037,-0.0286050252733524,0.301587301587302,0.134788634788635,0.138331305758313,0.157397539963149,-0.0657137064071371,0.0425872558437398,-0.072617599351176,-0.0865110984632897,0.214285714285714,-0.214285714285714,-0.0714285714285714,-0.16,0.357142857142857,0.928571428571428,0.142857142857143,-0.0292857142857143
"Red",-0.276403033586132,-0.0672038088262222,0.0364504776269482,0.00406189555125719,0.100515463917526,-0.0800889877641824,0.26470898540531,-0.207433477310297,-0.213316921634136,0.0553290623179965,-0.051392063771174,-0.168918918918919,-0.283333333333333,1.05,0.125,0.02125,-0.15,0.341666666666667,0.25,0.447666666666667
"Blue",-0.0494952168487918,-0.188461538461538,-0.0385743288969096,-0.16647465437788,-0.124925462134765,-0.0421545667447308,-0.0382101558572145,-0.0766984764774821,-0.00343556225909171,-0.0804812834224599,0.0416457181163063,-0.124078624078624,0.0238095238095238,-2.33333333333333,-0.142857142857143,-0.365238095238095,-0.285714285714286,-0.214285714285714,0,0.118333333333333
"Blue",-0.072110032121112,-0.177272727272727,0.0731132075471698,0.0435275895068123,0.303571428571429,-0.154255319148936,0.0965166841064992,-0.0751408796368521,-0.038695500523195,0.0606060606060606,-0.0578211835833043,0.166278166278166,-0.5,1.25,0,0.085,0.75,-1.25,0.25,-0.71
"Blue",-0.00879120879120882,0.133333333333333,0.675,0.0626532887402453,0.15,0.785714285714286,-0.0581166703080621,0.275,0.0286577816619329,-0.0148883374689827,0.0294588886461292,0.0181818181818182,0.333333333333333,-0.5,0,-0.166666666666667,0,0.666666666666667,0,0.095
"Blue",0.0903630455837786,0.132330827067669,-0.113636363636364,0.0927499267093728,0.228739002932551,-0.0471380471380471,0.0595190853770975,0.135364994976226,-0.127892310529227,0.183024691358025,0.0683732251521298,0.0976908288086537,-0.25,-0.1,0,-0.183,0.15,-1.1,0,-0.001
